RATA,aggregation-time,provincia_sede,Provincia Sede,descrizione_ente,3descrizione,codice_ente,CODICE ENTE,regione_sede,regione%sede,attivazioni,att ivazioni,cessazioni,mese,anno,qualifica,note,fonte_dato,tipo_contratto
202306,2024-06-04T21:56:59.498,TO,FI,Ente_047,Ente_047,,,Campania,Campania,107,107,203,6,2023,,,,Indeterminato
202308,05.08.2024,RM,VA,Ente_080,Ente_080,25,25,,,346,346,126,8,2023,Dirigente,,,Determinato
202302,16-11-24,AO,AO,Ente_067,Ente_067,,,Campania,Campania,459,459,98,2,2023,Dirigente,,,Part-time
202303,2024-05-29T21:07:34.752,MO,MO,Ente_047,Ente_047,27,27,Friuli-Venezia Giulia,Friuli-Venezia Giulia,30,30,450,3,2023,Operatore,,,Indeterminato
202305,2024-04-12T08:10:36.269,PT,PT,Ente_065,Ente_065,52,52,Friuli-Venezia Giulia,Friuli-Venezia Giulia,144,144,493,5,2023,,,,Indeterminato
202304,09-07-24,fi,FI,Ente_024,Ente_024,92,92,Liguria,Liguria,244,244,178,09,2023,Impiegato,,,Determinato
202301,2024-11-01T22:27:10.631,BG,BG,Ente_042,Ente_042,28,28,Abruzzo,Abruzzo,389,389,154,1,2023,,,,Indeterminato
202405,2024-09-07T06:16:12.424,PZ,PZ,Ente_086,Ente_086,66,66,Valle d'Aosta,Valle d'Aosta,72,72,"390,0",5,2024,Impiegato,,,Indeterminato
202310,2024-09-04T15:23:49.499,RM,RM,Ente_039,Ente_039,70,70,Basilicata,Basilicata,446,446,452,10,2023,,,,Indeterminato
202407,2024-11-18T02:06:34.873,CA,CA,Ente_025,Ente_025,11,67,Abruzzo,Abruzzo,430,430,167,7,2024,Funzionario,,,Indeterminato
202301,2024-02-23T02:39:15.970,BZ,BZ,Ente_007,Ente_007,98,98,Puglia,Puglia,365,365,199,1,2023,Dirigente,,,Indeterminato
202312,2024-12-28T23:37:59.940,PA,PA,Ente_064,Ente_064,47,47,Valle d'Aosta,Valle d'Aosta,305,305,200,12,2023,Dirigente,,,Indeterminato
202410,2024-10-15T21:40:57.965,PG,PG,Ente_074,Ente_074,100,100,Friuli-Venezia Giulia,Friuli-Venezia Giulia,184,184,394,10,2024,Operatore,,,Indeterminato
202309,2024-08-28T11:22:35.304,MO,MO,Ente_055,Ente_055,62,62,Emilia-Romagna,Emilia-Romagna,365,365,298,9,2023,Operatore,,,Indeterminato
202310,2024-03-30T01:02:47.094,CT,CT,Ente_065,Ente_065,66,66,Marche,Marche,448,448,157,10,2023,Dirigente,,,Indeterminato
202405,2024-04-07T17:50:36.307,MI,MI,Ente_094,Ente_094,90,90,Marche,Marche,369,290,433,5,2024,Funzionario,,,Indeterminato
202405,2024-06-07T05:49:51.619,RM,RM,Ente_023,Ente_023,75,75,Trentino-Alto Adige,Trentino-Alto Adige,217,217,85,5,2024,Impiegato,,,Determinato
202402,2024-02-09T10:24:11.278,Ao,AO,Ente_054,Ente_054,78,78,Molise,Molise,279,279,56,2,2024,Dirigente,,,Part-time
202406,2024-02-13T17:03:05.891,BS,BS,Ente_002,Ente_002,38,38,Lombardia,Lombardia,24,24,395,6,2024,Funzionario,,,Indeterminato
202304,2024-03-09T13:19:18.150,MO,MO,Ente_050,Ente_050,27,27,Toscana,Toscana,80,80,477,4,2023,Impiegato,,,Indeterminato
202412,2024-02-21T03:33:20.198,BG,BG,Ente_074,Ente_074,80,80,Lombardia,Lombardia,90,90,233,12,2024,Operatore,,,Indeterminato
202307,2024-07-11T21:09:33.452,MO,MO,Ente_098,Ente_098,13,13,Veneto,Veneto,50,50,194,7,2023,Dirigente,,,Indeterminato
202304,2024-04-01T21:16:01.330,BO,BO,Ente_038,Ente_038,27,27,Calabria,Calabria,464,464,485,99,anno 2023,Impiegato,,,Indeterminato
202408,2024-04-28T12:59:07.260,TO,TO,Ente_095,Ente_095,68,68,Liguria,Liguria,191,191,224,8,2024,,,,Indeterminato
202411,2024-06-13T22:46:26.002,TS,TS,Ente_022,Ente_022,34,34,Lombardia,Lombardia,431,431,262,11,2024,,,,Indeterminato
202301,2024-09-03T03:36:35.642,AQ,AQ,Ente_015,Ente_015,45,45,Puglia,Puglia,21,21,108,1,2023,Dirigente,,,Determinato
202310,2024-07-16T20:02:44.994,AQ,AQ,Ente_096,Ente_096,94,94,Trentino-Alto Adige,Trentino-Alto Adige,"22,0",22,130,10,2023,Operatore,,,Indeterminato
202405,2024-06-12T22:11:29.622,MI,MI,Ente_048,Ente_048,22,22,Molise,Molise,349,349,395,1,anno 2023,Dirigente,,,Indeterminato
202309,18.05.2023,PZ,PZ,Ente_084,Ente_084,85,85,Basilicata,Basilicata,11,11,186,MAR,24,Operatore,,,Part-time
202307,2024-04-13T05:00:18.513,AN,AN,Ente_005,Ente_005,19,19,Toscana,Toscana,209,209,34,7,2023,Funzionario,,,Indeterminato
202407,2024-06-22T01:29:04.037,GE,,Ente_075,Ente_075,70,70,Toscana,Toscana,70,70,463,FEB,2024,Dirigente,,,Determinato
202410,2024-01-07T12:05:49.035,PT,PT,Ente_080,Ente_080,85,85,Lombardia,Lombardia,114,114,485,OTT,2023.,Impiegato,,,Indeterminato
202304,2024-02-17T19:26:10.782,RM,RM,Ente_030,Ente_030,68,68,Puglia,Puglia,55,55,133,4,2023,Funzionario,,,Indeterminato
202303,2024-09-20T21:20:52.641,CT,CT,Ente_024,Ente_024,72,72,Lazio,Lazio,405,405,130,3,2023,Operatore,,Sistema legacy,Determinato
202411,2024-10-02T05:42:11.958,CB,,Ente_097,Ente_097,29,29,Liguria,Liguria,377,377,479,11,2024,,,,Part-time
202308,2024-01-18T01:58:37.440,TS,TS,Ente_084,Ente_084,81,81,Liguria,Liguria,71,71,210,8,2023,Funzionario,,,Indeterminato
202401,2024-03-16T00:31:47.736,GE,GE,Ente_100,Ente_100,66,66,Toscana,Toscana,97,97,331,1,2024,Impiegato,,,Indeterminato
202306,2024-11-19T12:21:54.413,BS,BS,Ente_058,Ente_058,60,60,Trentino-Alto Adige,Trentino-Alto Adige,379,379,358,6,2023,Operatore,,,Determinato
202411,2024-03-01T03:56:50.579,AQ,AQ,Ente_033,Ente_033,90,90,Lazio,Lazio,487,487,459,11,2024,Dirigente,,,Determinato
202403,2024-05-14T08:35:26.629,TS,TS,Ente_084,Ente_084,74,41,Valle d'Aosta,Valle d'Aosta,36,36,342,3,2024,Dirigente,,,Determinato
202407,2024/10/16,MI,MI,Ente_065,Ente_065,73,73,Valle d'Aosta,Valle d'Aosta,344,344,66,08,23,Funzionario,,,Indeterminato
202404,2024-12-11T11:35:19.745,PD,PD,Ente_077,Ente_077,91,91,Calabria,Calabria,170,170,352,4,2024,Operatore,,,Indeterminato
202411,2024-12-21T01:39:16.630,FI,FI,Ente_024,Ente_024,23,23,Calabria,Calabria,285,285,120,11,2024,Operatore,,,Indeterminato
202406,2024-06-09T11:24:21.460,AN,AN,Ente_016,Ente_016,95,95,Lombardia,Lombardia,358,358,138,6,2024,Operatore,,,Determinato
202409,2024-05-11T07:36:12.597,TS,TS,Ente_086,Ente_086,52,52,Sicilia,Sicilia,123,123,476,07,2024,Impiegato,,,Indeterminato
202407,2024-05-01T16:33:56.420,Pe,PE,Ente_030,Ente_030,7,7,Molise,Molise,110,110,474,7,2024,Funzionario,,,Part-time
202404,2024-10-31T06:33:15.664,PE,PE,Ente_064,Ente_064,42,42,Veneto,Veneto,358,358,237,4,2024,Impiegato,,,Determinato
202404,2024-08-06T03:28:50.229,NA,NA,Ente_046,Ente_046,30,30,Campania,Campania,268,268,212,4,2024,Operatore,,,Determinato
202405,2024-11-05T02:08:19.900,PE,PE,Ente_065,Ente_065,89,89,Veneto,Veneto,80,80,375,5,2024,,,,Determinato
202312,2024-08-21T16:16:16.075,AQ,,Ente_003,Ente_003,23,23,Abruzzo,Abruzzo,412,412,283,12,2023,,,,Indeterminato
202402,2024-10-09T08:52:03.112,PG,NA,Ente_041,Ente_041,93,93,Sardegna,Sardegna,46,46,392,2,2024,Funzionario,,,Determinato
202307,2024-08-22T15:46:26.770,RM,RM,Ente_035,Ente_035,77,77,Calabria,Calabria,499,499,62,mese 10,2023.,,,,Determinato
202406,2024-11-02T07:23:54.821,CB,CB,Ente_040,Ente_040,85,85,Marche,Marche,468,468,N.D.,6,2024,Operatore,,,Indeterminato
202308,2024-09-28T08:11:01.453,CA,CA,Ente_062,Ente_062,26,26,Lombardia,Lombardia,462,204,464,8,2023,,,,Part-time
202307,2024-06-07T20:16:49.609,MO,MO,Ente_045,Ente_045,97,97,Basilicata,Basilicata,176,176,39,7,2023,,,,Determinato
202308,2024-11-17T20:04:59.577,TO,TO,Ente_021,Ente_086,16,16,Umbria,Umbria,24,24,413 unità,8,2023,Dirigente,,,Determinato
202411,15.01.2023,BZ,BZ,Ente_099,Ente_076,55,55,Valle d'Aosta,Valle d'Aosta,90,90,114,11,2024,Dirigente,,,Part-time
202308,2024-04-22T15:00:03.311,RM,CT,Ente_023,Ente_023,55,55,Liguria,Liguria,348,348,208,8,2023,Impiegato,,,Part-time
202312,2024-04-03T05:11:44.849,RM,RM,Ente_067,Ente_067,78,78,Campania,Campania,181,181,397,12,2023,Impiegato,,,Indeterminato
202404,2024-01-17T14:12:17.970,PT,PT,Ente_024,Ente_024,54,54,Marche,Marche,105,105,197,4,2024,,,,Indeterminato
202404,2024-09-02T11:56:14.347,BA,BA,Ente_092,Ente_092,78,78,Marche,Marche,40,40,82,4,2024,Funzionario,,,Indeterminato
202410,2024-06-03T02:15:22.665,BG,BG,Ente_032,Ente_032,6,6,Emilia-Romagna,Emilia-Romagna,441,441,140,5,2023,Operatore,,,Indeterminato
202405,2024-04-29T08:04:39.320,CB,CB,Ente_029,Ente_018,71,71,Emilia-Romagna,Emilia-Romagna,451,451,353,5,2024,Funzionario,,,Indeterminato
202403,2024-08-04T19:05:11.182,MI,MI,Ente_038,Ente_038,83,83,Emilia-Romagna,Emilia-Romagna,418,418,371,3,2024,Dirigente,,,Indeterminato
202404,2023/04/07,BA,BS,Ente_097,Ente_097,18,18,Molise,Molise,341,341,462,4,2024,Dirigente,,,Indeterminato
202407,2024-02-09T01:39:07.456,AQ,AQ,Ente_087,Ente_087,87,87,Sardegna,Marche,279,279,313,7,2024,Dirigente,,,Determinato
202401,2024-09-06T07:19:15.659,PT,PT,Ente_037,Ente_075,69,69,Sicilia,Sicilia,456,456,168,1,2024,Funzionario,,,Indeterminato
202310,2024-03-25T19:23:59.424,VE,VE,Ente_004,Ente_004,40,40,,,185,185,400,10,2023,,,,Indeterminato
202306,17.11.2024,AN,AN,Ente_082,Ente_082,4,4,Lombardia,Lombardia,70,70,406,mese 5,2023,Funzionario,,,Indeterminato
202308,2024-08-24T04:55:32.591,CB,CB,Ente_046,Ente_067,86,86,Emilia-Romagna,Emilia-Romagna,166,166,303,8,2023,Dirigente,,,Indeterminato
202405,2024-02-20T21:04:50.772,VE,VE,Ente_087,Ente_087,88,88,Molise,Molise,368,368,66,5,2024,Impiegato,,,Part-time
202408,2024-10-02T22:00:58.696,PD,PD,Ente_059,Ente_059,7,7,Puglia,Puglia,418,418,407,AGO,24,Impiegato,,,Indeterminato
202411,2024-05-04T08:21:46.895,BO,BO,Ente_076,Ente_076,32,32,Veneto,Veneto,86,86,351,11,2024,Dirigente,,,Indeterminato
202405,2024-03-31T04:17:39.456,CB,CB,Ente_031,Ente_031,24,24,Toscana,Toscana,253,253,10,5,2024,Operatore,,,Determinato
202410,2024-05-18T08:21:32.828,CB,CB,Ente_098,Ente_098,24,24,Toscana,Toscana,200,200,47,10,2024,,,,Indeterminato
202408,2024-03-19T16:46:14.766,TS,TS,Ente_052,Ente_052,16,16,Piemonte,Piemonte,126,126,109,8,2024,,,,Indeterminato
202308,2024-08-07T04:04:57.422,CA,CA,Ente_016,Ente_016,98,98,Toscana,Toscana,221,221,383,8,2023,,,,Indeterminato
202302,2024-09-24T23:59:23.525,TO,TO,Ente_058,Ente_058,45,45,Marche,Marche,393,393,262,2,2023,Dirigente,,,Indeterminato
202311,2024-09-07T16:14:40.529,CB,CB,Ente_012,Ente_012,12,17,Puglia,Puglia,192,192,51,Luglio,2024,,,,Determinato
202310,2024-08-19T11:27:22.473,CA,CA,Ente_046,Ente_046,57,57,Umbria,Umbria,454,454,399,10,2023,Dirigente,,,Indeterminato
202409,2024-08-28T07:23:53.898,VE,VE,Ente_081,Ente_081,71,71,Lombardia,Lombardia,67,67,322,9,2024,Operatore,,,Determinato
202405,2024-11-20T00:31:57.704,FI,FI,Ente_070,Ente_070,3,3,Valle d'Aosta,Valle d'Aosta,150,150,342,5,2024,,,,Determinato
202308,2024-04-20T05:23:12.626,TS,TS,Ente_090,Ente_090,52,52,Piemonte,Piemonte,25,25,441,8,2023,Impiegato,,,Determinato
202405,2024-03-09T19:17:36.318,MO,MO,Ente_099,Ente_099,9,9,Calabria,Calabria,128,128,172,5,2024,Dirigente,,,Part-time
202406,2024-04-18T14:57:15.311,AO,CA,Ente_049,Ente_049,7,7,Sicilia,Sicilia,125,125,267,6,2024,Impiegato,,,Determinato
202402,2024-03-11T18:50:16.066,CB,CB,Ente_045,Ente_074,31,31,Trentino-Alto Adige,Trentino-Alto Adige,90,90,236,2,2024,Impiegato,,,Part-time
202301,01-05-23,PZ,PZ,Ente_073,Ente_073,50,50,Lazio,Lazio,321,321,435,1,2023,Funzionario,,,Indeterminato
202410,27-06-23,BZ,BZ,Ente_046,Ente_046,50,50,Umbria,Umbria,331,331,438,10,2024,Dirigente,,,Indeterminato
202304,2023/10/16,TS,TS,Ente_018,Ente_018,43,43,Campania,Campania,94,94,270,4,2023,Dirigente,,,Determinato
202310,2024-03-24T04:42:48.394,PE,GE,Ente_068,Ente_068,40,40,Sicilia,Sicilia,120,120,246 unità,10,2023,Impiegato,,,Part-time
202303,2024-03-05T23:26:18.548,RM,VA,Ente_040,Ente_040,6,6,Piemonte,Piemonte,51,300,341,3,2023,,,,Indeterminato
202401,2024-01-17T03:01:33.141,GE,GE,Ente_088,Ente_088,54,54,Calabria,Calabria,468,468,278,1,2024,Operatore,,,Determinato
202404,2024-10-23T23:27:55.648,GE,GE,Ente_072,Ente_072,77,77,Trentino-Alto Adige,Trentino-Alto Adige,277,277,322,4,2024,,,,Indeterminato
202307,2024-11-28T03:43:01.793,GE,GE,Ente_081,Ente_081,75,50,Lazio,Lazio,450,450,334,7,2023,Impiegato,,,Indeterminato
202309,2024-04-19T09:38:19.896,AO,AO,Ente_034,Ente_034,62,62,Piemonte,Piemonte,334,334,435,09,2023.,Operatore,,,Indeterminato
202307,2024-05-01T11:25:55.961,BA,BA,Ente_090,Ente_090,28,28,Basilicata,Puglia,13,13,231,7,2023,,,,Indeterminato
202411,2024-09-29T17:31:19.475,CT,CT,Ente_059,Ente_059,90,90,Puglia,Puglia,357,357,39,11,2024,Impiegato,,,Indeterminato
202403,2024-10-20T06:25:20.186,PA,PA,Ente_077,Ente_077,4,4,Emilia-Romagna,Emilia-Romagna,64,64,102,3,2024,Operatore,,,Determinato
09/2023,2024-12-10T01:31:06.650,CA,CA,Ente_079,Ente_079,52,52,Veneto,Veneto,423,423,353,9,2023,,,,Part-time
202303,2024-12-25T05:01:50.898,TS,TS,Ente_060,Ente_060,88,88,Liguria,Liguria,"484,0",484,174,3,2023,Operatore,,,Determinato
202305,2024-01-10T06:27:39.132,PD,PD,Ente_012,Ente_069,95,95,Lazio,Lazio,326,326,396,5,2023,Funzionario,,,Determinato
202409,2024-05-24T03:17:02.168,BA,BA,Ente_046,Ente_046,95,95,Valle d'Aosta,Valle d'Aosta,15,15,232,06,anno 2023,Operatore,,,Indeterminato
202302,2024-04-25T21:10:00.147,BO,BO,Ente_036,Ente_036,7,7,Emilia-Romagna,Emilia-Romagna,288,288,264,2,2023,,,,Determinato
202404,2024-08-19T09:46:17.876,VE,VE,Ente_078,Ente_078,67,67,Calabria,Sardegna,196,196,84,4,2024,Funzionario,,,Indeterminato
202402,13-06-23,VE,CT,Ente_066,Ente_066,11,11,Calabria,Calabria,324,324,486,2,2024,Funzionario,,,Determinato
202307,2024-04-02T13:29:55.243,PT,PT,Ente_035,Ente_035,84,84,Veneto,Veneto,11,11,87,7,2023,,,,Determinato
202304,2024-03-23T20:34:02.398,MO,MO,Ente_018,Ente_018,87,87,Veneto,Basilicata,57,57,285,4,2023,,,,Determinato
202308,06.04.2024,PD,PD,Ente_092,Ente_092,45,45,Liguria,Liguria,475,475,319,2,2024,Dirigente,,,Indeterminato
202312,2024-03-22T13:30:23.234,GE,GE,Ente_067,Ente_067,86,86,Toscana,Toscana,477,477,289,12,2023,Impiegato,,,Indeterminato
202402,2024-10-09T05:58:15.675,PT,PT,Ente_009,Ente_009,74,74,Umbria,Umbria,213,213,253,2,2024,Funzionario,,,Indeterminato
202312,2024-10-24T03:51:28.720,PZ,PZ,Ente_026,Ente_026,44,44,Friuli-Venezia Giulia,Friuli-Venezia Giulia,208,208,21,mese 6,2024,,,,Indeterminato
202409,2024-11-13T15:51:23.182,BG,BG,Ente_089,Ente_089,12,12,Sardegna,Sardegna,435,435,431,9,2024,Impiegato,,,Part-time
202311,28.12.2024,VA,VA,Ente_029,Ente_029,67,67,Valle d'Aosta,Valle d'Aosta,472,430,232,11,2023,Funzionario,,,Determinato
202302,2024-08-17T18:24:51.194,NA,,Ente_004,Ente_004,72,72,Calabria,Calabria,207,207,427,2,2023,,,,Indeterminato
202407,2024-05-09T17:17:30.567,AN,AN,Ente_004,Ente_004,60,60,Piemonte,Piemonte,464,464,292,7,2024,Dirigente,,,Part-time
202406,2024-11-12T13:09:02.964,RM,RM,Ente_071,Ente_071,59,59,Veneto,Veneto,250,250,311,6,2024,Funzionario,,,Indeterminato
202306,2024-02-21T11:44:32.683,ba,BA,Ente_087,Ente_087,92,92,Calabria,Calabria,286,286,411,DIC,2024,,,,Indeterminato
202312,2024-02-26T04:18:17.840,PA,PA,Ente_088,Ente_088,91,91,Sicilia,Sicilia,306,306,407,12,2023,Funzionario,,,Indeterminato
202303,2024-06-08T22:43:20.974,BZ,BZ,Ente_026,Ente_026,24,24,Veneto,Veneto,453,453,367,3,2023,,,,Determinato
202402,2024-02-18T20:41:25.206,VE,VE,Ente_009,Ente_009,85,85,Emilia-Romagna,Emilia-Romagna,239,239,498,mese 6,24,,,,Indeterminato
202307,2024-03-14T14:13:04.518,PA,PA,Ente_092,Ente_092,5,5,Lombardia,Calabria,199,199,363,7,2023,Funzionario,,,Part-time
202407,2024-01-03T02:36:02.851,GE,GE,Ente_066,Ente_066,26,26,Trentino-Alto Adige,Emilia-Romagna,"266,0",266,100,7,2024,Operatore,,,Indeterminato
202305,2024-11-05T02:26:37.941,PT,PT,Ente_020,Ente_020,74,74,Basilicata,Basilicata,"356,0",356,88,5,2023,Dirigente,,,Indeterminato
202307,2024-07-14T06:31:59.938,PD,PD,Ente_072,Ente_072,1,1,Trentino-Alto Adige,Trentino-Alto Adige,69,69,182,7,2023,Funzionario,,,Determinato
202404,2024-10-30T18:28:12.176,CB,CB,Ente_073,Ente_073,67,67,Liguria,Liguria,294,294,286,4,2024,,,,Indeterminato
202403,2024-07-01T15:34:11.765,CA,CA,Ente_045,Ente_045,47,47,Abruzzo,Abruzzo,394,394,437,3,2024,,,,Indeterminato
202309,16.04.2023,BO,BO,Ente_052,Ente_052,19,19,Valle d'Aosta,Valle d'Aosta,270,270,208,mese 7,2022,Impiegato,,,Determinato
202307,2024-03-01T02:18:48.508,Ct,CT,Ente_018,Ente_018,93,93,Lombardia,Lombardia,119,119,267,7,2023,Impiegato,,,Indeterminato
202406,2024-02-09T16:06:20.016,AN,AN,Ente_020,Ente_020,55,55,Emilia-Romagna,Emilia-Romagna,37,37,244,6,2024,Operatore,,,Indeterminato
202411,2024-12-05T15:46:54.259,TO,TO,Ente_070,Ente_070,37,37,Umbria,Umbria,489,489,99,11,2024,Funzionario,,,Indeterminato
202301,01.04.2023,MO,MO,Ente_093,Ente_093,30,30,Lombardia,Lombardia,9,9,419 unità,1,2023,Impiegato,,,Indeterminato
202408,2024-08-27T15:12:39.572,AQ,AQ,Ente_040,Ente_069,79,79,Friuli-Venezia Giulia,Sicilia,221,221,202,08,anno 2024,Impiegato,,,Determinato
202311,2024-05-02T08:43:17.741,PA,PA,Ente_015,Ente_015,41,41,Sardegna,Sardegna,355,355,172,11,2023,Operatore,,,Indeterminato
202306,2024-04-16T00:56:07.534,AQ,AQ,Ente_078,Ente_078,63,63,Veneto,Veneto,319,319,356,GIU,23,,,,Determinato
202310,25.04.2023,AQ,AQ,Ente_086,Ente_086,36,36,Liguria,Liguria,281,281,386,10,2023,Impiegato,,,Indeterminato
202303,2024-09-15T10:21:59.811,MO,MO,Ente_058,Ente_058,28,28,Sicilia,Sicilia,302,302,498,3,2023,Dirigente,,,Part-time
202310,2024-03-09T13:56:57.299,AO,AO,Ente_085,Ente_085,59,59,Veneto,Veneto,256,256,282,10,2023,Operatore,,,Indeterminato
202405,2024-09-20T03:57:20.955,VA,VA,Ente_085,Ente_085,86,86,Lombardia,Lombardia,103,103,93,5,2024,Funzionario,,,Indeterminato
202312,2024-07-09T09:53:11.348,AQ,AQ,Ente_072,Ente_072,11,11,Umbria,Umbria,195,195,146,12,2023,,,,Determinato
202405,2024-01-22T19:55:30.958,pg,PG,Ente_017,Ente_017,1,1,Friuli-Venezia Giulia,Friuli-Venezia Giulia,302,302,290,5,2024,Operatore,,,Indeterminato
202311,2024-04-29T06:36:49.537,AQ,AQ,Ente_079,Ente_079,97,97,Calabria,Calabria,279,279,384,11,2023,Impiegato,,,Indeterminato
202304,2024-07-12T17:38:14.859,GE,GE,Ente_034,Ente_034,30,30,Basilicata,Basilicata,231,231,232,4,2023,Funzionario,,,Indeterminato
202302,2024-06-03T09:06:00.725,CT,CT,Ente_015,Ente_015,56,56,Puglia,Puglia,459,459,24,2,2023,,,,Determinato
202304,2023/05/27,BZ,BZ,Ente_035,Ente_035,3,3,Toscana,Toscana,447,447,94,4,2023,Operatore,,,Indeterminato
202405,2024-05-20T00:48:20.529,PG,PG,Ente_083,Ente_083,100,100,Umbria,Umbria,13,13,259,9,23,Operatore,,,Indeterminato
202304,2024-07-23T09:10:10.621,VA,VA,Ente_041,Ente_085,52,52,Calabria,Calabria,351,351,350,LUG,23,Impiegato,,,Indeterminato
202302,2024-06-07T14:49:46.017,BG,BG,Ente_079,Ente_079,84,84,Lazio,Lazio,12,12,29,2,2023,Dirigente,,,Indeterminato
202306,2024-08-22T14:22:21.062,BS,BS,Ente_060,Ente_060,7,7,Trentino-Alto Adige,Trentino-Alto Adige,26,26,242,6,2023,Operatore,,,Indeterminato
202406,2024-10-24T19:18:20.366,BA,BA,Ente_090,Ente_090,98,98,Piemonte,Piemonte,266,266,492,6,2024,Funzionario,,,Determinato
202403,27.10.2023,BO,BO,Ente_056,Ente_056,60,60,Sicilia,Sicilia,219,219,213,3,2024,,,,Indeterminato
202304,2024/05/11,BZ,BZ,Ente_099,Ente_099,91,91,Lazio,Lazio,303,303,345,4,2023,Dirigente,,,Determinato
202303,2024-07-21T16:04:05.580,BO,BO,Ente_093,Ente_093,10,10,Friuli-Venezia Giulia,Friuli-Venezia Giulia,415,415,312,3,2023,,,,Indeterminato
202408,2024-08-18T10:49:59.528,RM,RM,Ente_094,Ente_094,72,72,Lazio,Lazio,103,103,407,8,2024,Operatore,,,Indeterminato
202409,2024/12/12,BZ,BZ,Ente_086,Ente_086,94,94,Abruzzo,Abruzzo,339,339,320,9,2024,Impiegato,,,Indeterminato
202402,2024-06-18T22:21:37.233,GE,GE,Ente_084,Ente_084,28,28,Lazio,Lazio,114,114,37,2,2024,Impiegato,,,Indeterminato
202305,2024-04-30T14:39:04.959,AN,AN,Ente_095,Ente_095,85,85,Emilia-Romagna,Emilia-Romagna,327,327,374,5,2023,Operatore,,,Indeterminato
202307,28-01-24,RM,,Ente_075,Ente_075,72,72,Piemonte,Piemonte,91,91,391,7,2023,Dirigente,,,Determinato
202409,2024-11-24T17:11:11.788,FI,FI,Ente_051,Ente_051,21,21,Umbria,Umbria,27,27,302,9,2024,Impiegato,,,Indeterminato
202301,27-01-23,MI,CT,Ente_081,Ente_003,37,37,Molise,Molise,122,122,254,1,2023,Dirigente,,,Part-time
202410,2024-08-20T12:19:58.011,BZ,BZ,Ente_048,Ente_048,81,81,Lombardia,Lombardia,410,410,126,10,2024,Funzionario,,,Indeterminato
202402,2024-03-08T12:45:43.094,AQ,AQ,Ente_021,Ente_021,83,83,Umbria,Umbria,229,229,493,2,2024,,,,Determinato
202308,2024/11/13,PE,PE,Ente_072,Ente_072,64,64,Calabria,Calabria,283,283,123,8,2023,Impiegato,,,Indeterminato
202304,2024-05-18T16:32:28.772,BO,BO,Ente_033,Ente_033,43,43,Sardegna,Sardegna,492,492,417,4,2023,Operatore,,,Determinato
202406,2024-07-06T13:13:44.566,BS,,Ente_014,Ente_014,24,24,Puglia,Puglia,422,422,184,6,2024,Dirigente,,,Indeterminato
202304,2024-12-15T16:15:10.076,AN,AN,Ente_012,Ente_012,91,91,Veneto,Veneto,257,257,125,4,2023,Dirigente,,,Indeterminato
202306,2024-02-25T08:25:52.972,NA,NA,Ente_036,Ente_036,74,74,Trentino-Alto Adige,Sicilia,114,114,369,Aprile,2022,Dirigente,,,Part-time
202403,2024-04-05T06:44:55.878,CB,CB,Ente_088,Ente_088,62,62,Sicilia,Sicilia,432,432,194,3,2024,Funzionario,,,Indeterminato
202412,2024-01-20T13:10:22.161,BZ,PG,Ente_020,Ente_020,81,81,Valle d'Aosta,Valle d'Aosta,209,209,279,12,2024,Dirigente,,,Indeterminato
202411,2024-04-04T09:59:46.770,RM,RM,Ente_095,Ente_095,96,96,Molise,Molise,212,212,416,11,2024,,,,Determinato
202302,2024-10-03T13:45:33.637,BZ,BZ,Ente_076,Ente_076,9,9,Valle d'Aosta,Valle d'Aosta,217,217,165,2,2023,Operatore,,,Determinato
202311,2023/11/17,MO,MO,Ente_085,Ente_085,67,67,Basilicata,Basilicata,406,406,297,11,2023,Funzionario,,,Indeterminato
202408,2024-07-26T19:10:25.244,AN,AN,Ente_003,Ente_003,78,78,Umbria,Umbria,82,82,395,DIC,2023.,Funzionario,,,Indeterminato
202312,2024-01-28T05:19:52.087,PZ,PZ,Ente_027,Ente_027,87,87,Umbria,Umbria,333,333,77,12,2023,Impiegato,,,Indeterminato
202412,2024-03-19T19:45:55.716,BS,BS,Ente_090,Ente_090,26,26,Liguria,Liguria,123,123,365,09,2023,Dirigente,,,Determinato
202308,2024-06-24T13:18:18.425,BS,BS,Ente_002,Ente_002,92,92,Emilia-Romagna,Emilia-Romagna,32,32,453,NOV,2024,Impiegato,,,Determinato
202309,2024-09-23T12:04:18.435,FI,FI,Ente_019,Ente_019,88,88,Veneto,Veneto,135,135,106,9,2023,Funzionario,,,Determinato
202402,2024-12-16T17:03:02.536,CT,,Ente_035,Ente_035,70,70,Calabria,Calabria,424,424,132,2,2024,Operatore,,,Indeterminato
202306,2024-02-22T00:13:32.664,FI,FI,Ente_003,Ente_003,44,44,Lombardia,Lombardia,32,32,128,6,2023,Dirigente,,,Indeterminato
202303,2024-11-26T19:04:13.889,TO,TO,Ente_017,Ente_017,18,18,Veneto,Veneto,422,422,489,3,2023,Dirigente,,,Determinato
202306,2024-10-01T19:41:42.699,NA,NA,Ente_062,Ente_062,18,18,Lazio,Lazio,363,363,64,6,2023,Operatore,,,Indeterminato
202304,2024-09-05T17:14:01.639,PA,PA,Ente_055,Ente_055,35,35,Puglia,Puglia,5,5,433,SET,24,Operatore,,,Determinato
202402,2024/12/25,CB,CB,Ente_027,Ente_027,74,74,Trentino-Alto Adige,Trentino-Alto Adige,404,404,388,2,2024,Operatore,,,Indeterminato
