aggregation-time,tipo_imposta,Tipo Imposta,spesa,SPESA TOTALE,cod_imposta,2cod_imposta,cod imposta ext,ente,ente%code,cod_tipoimposta,rata,note,fonte_dato,area_geografica,anno,mese,regione
2023/11/03,Erariali,Erariali,4729441.076144625,4729441.076144625,17,17,17,Ente_047,47,2,202407,,,Sud,2024,7,Friuli-Venezia Giulia
2024-08-20T07:15:21.111,Erariali,Erariali,797176.036112556,797176.036112556,11,11,11,Ente_015,12,4,202403,,,Centro,2024,3,Lombardia
21.05.2024,Erariali,Erariali,1885563.9083233604,1885563.9083233604,11,11,11,Ente_072,72,2,202405,,,Nord,2024,5,Liguria
2024-03-12T05:35:12.312,ERARIALI,Erariali,2086758.6419213272,2086758.6419213272,11,11,11,Ente_093,93,3,NOV-2023,,,Nord,2023,11,Friuli-Venezia Giulia
2024-11-04T15:11:35.997,Previdenziali,Previdenziali,3655371.5727854082,3655371.5727854082,19,19,19,Ente_056,56,4,202405,,,Isole,2024,5,Sardegna
2024-08-25T16:38:41.460,Netto,Netto,1078830.434474786,1078830.434474786,11,4,4,Ente_050,50,3,202409,,,Sud,2024,9,Piemonte
2024-10-18T13:57:10.707,PREVIDENZIALI,Previdenziali,4930523.114294468,4930523.114294468,8,8,8,Ente_017,17,4,202310,,,,2023,10,Basilicata
2024-03-03T17:15:52.886,erariali,Erariali,3745310.2519673505,3745310.2519673505,3,3,3,Ente_034,65,3,202307,,,,2023,7,Puglia
2024-09-04T12:48:24.461,Assistenziali,Assistenziali,3949973.2390969265,3949973.2390969265,9,9,9,Ente_042,42,5,202305,Verifica manuale,,Nord,2023,5,Sicilia
2024-02-19T08:33:43.864,Previdenziali,Previdenziali,533037.4348017576,533037.4348017576,8,8,8,Ente_085,85,2,202408,,,,2024,8,Abruzzo
2024-04-28T18:38:50.091,Erariali,Erariali,2382083.7355377413,2382083.7355377413,18,18,18,Ente_029,29,1,202403,,,Isole,2024,3,Lazio
2024-06-08T21:57:33.051,Netto,Netto,4728101.143040966,4728101.143040966,18,18,18,Ente_072,72,3,202305,,,Sud,2023,5,Lazio
2024-04-04T16:44:43.804,PREVIDENZIALI,Previdenziali,1351060.2916874806,1351060.2916874806,11,11,11,Ente_006,6,2,202409,,,,2024,9,Abruzzo
2024-10-17T07:44:57.519,Erariali,Erariali,727772.8910993476,727772.8910993476,2,2,2,Ente_068,68,2,202409,,,Centro,2024,9,Liguria
2024-06-26T04:43:04.811,Previdenziali,Previdenziali,2427486.9043611772,2427486.9043611772,9,9,9,Ente_024,24,4,202302,,,Isole,2023,2,Lazio
2024-10-04T04:14:13.097,Erariali,Erariali,4652034.95518639,4652034.95518639,19,19,19,Ente_020,20,2,202307,,,Centro,2023,7,Piemonte
2024-01-18T14:06:43.235,erariali,Erariali,2434466.3315287055,2434466.3315287055,15,15,15,Ente_083,83,5,202412,,,Sud,2024,12,Veneto
25.11.2023,Netto,Netto,2024766.680295375,2024766.680295375,8,8,8,Ente_081,81,4,202311,,,Centro,2023,11,Piemonte
2024-11-16T06:14:43.373,Da definire,Netto,3251711.911132169,3251711.911132169,19,19,19,Ente_052,52,2,202305,,,Isole,2023,5,Abruzzo
2024-08-02T10:39:16.580,Assistenziali,Assistenziali,4684483.110253906,4684483.110253906,9,9,9,Ente_088,88,3,202302,,,Sud,2023,2,Piemonte
2024-07-23T04:10:19.926,Previdenziali,Previdenziali,246238.1885711263,246238.1885711263,5,5,5,Ente_091,91,4,202412,,,Isole,2024,12,Veneto
2024-04-17T06:35:11.556,Mista,Netto,"767824,331837979378",767824.3318379794,8,8,8,Ente_023,23,1,202404,,,,2024,4,Sardegna
16-08-23,erariali,Erariali,664638.7959112579,664638.7959112579,1,1,1,Ente_078,78,1,202307,,,,2023,7,Trentino-Alto Adige
2024-07-23T10:17:17.233,Assistenziali,Assistenziali,427579.57851352904,427579.57851352904,17,17,17,Ente_054,54,2,202408,,,,2024,8,Friuli-Venezia Giulia
2024-08-31T16:46:40.031,Previdenziali,Previdenziali,1511228.2971613307,1511228.2971613307,15,15,15,Ente_075,75,5,202308,,,Nord,2023,8,Piemonte
2024-09-14T18:54:47.288,Mista,Previdenziali,1147315.8565684299,1147315.8565684299,15,15,15,Ente_087,87,5,202411,,,Sud,2024,11,Trentino-Alto Adige
2024-01-12T07:53:56.637,Assistenziali,Assistenziali,2743907.639780467,2743907.639780467,9,9,9,Ente_008,8,5,202307,,,Sud,2023,7,Abruzzo
2024-08-19T11:45:38.578,Mista,Previdenziali,1637119.8192067908,1637119.8192067908,7,7,7,Ente_012,12,1,202305,,,Sud,2023,5,Sardegna
14.07.2023,Erariali,Erariali,2026634.0994279233,2026634.0994279233,14,14,14,Ente_045,45,2,202411,,,,2024,11,Sardegna
2024-08-07T20:13:17.113,Netto,Netto,4709381.587808563,4709381.587808563,1,1,1,Ente_057,57,1,202306,,,Centro,2023,6,Valle d'Aosta
2024-04-09T04:07:18.203,Assistenziali,Assistenziali,779122.5507057618,779122.5507057618,19,19,19,Ente_065,65,2,202308,,,Isole,2023,8,Sardegna
2024-07-31T04:42:14.028,Assistenziali,Assistenziali,1942898.176647216,1942898.176647216,9,9,9,Ente_068,68,1,202405,,,Centro,2024,5,Abruzzo
12-05-23,Previdenziali,Previdenziali,1286152.1207533902,1286152.1207533902,19,19,19,Ente_004,4,3,202309,,,Nord,2023,9,Piemonte
2024-01-31T18:38:03.473,Erariali,Erariali,"2746280,745806402992",2746280.745806403,13,13,13,Ente_062,62,4,202404,,,,2024,4,Sicilia
2024-08-29T19:00:56.696,Erariali ,Erariali,3681944.796506675,3681944.796506675,5,5,5,Ente_077,77,4,202307,,,Isole,2023,7,Toscana
2024-09-03T06:26:54.252,erariali,Erariali,4085122.379215907,4085122.379215907,14,14,14,Ente_031,97,1,202408,,,Centro,2024,8,Campania
2024-04-21T09:38:25.797,Da definire,Previdenziali,2576968.1758923107,2576968.1758923107,18,18,18,Ente_054,54,2,202406,,,Centro,2024,6,Toscana
2024-06-10T23:15:32.904,Da definire,Assistenziali,4274728.041043186,4274728.041043186,5,5,5,Ente_031,31,2,202403,,,,2024,3,Lazio
2024-09-07T15:15:24.921,Erariali,Erariali,3925592.46387871,3925592.46387871,5,5,5,Ente_032,32,5,202307,,,Nord,2023,7,Campania
2024-04-24T23:57:49.385,Mista,Netto,785863.3031072585,785863.3031072585,20,20,20,Ente_040,40,5,202308,,,Nord,2023,8,Basilicata
2024-04-01T04:58:37.061,Erariali,Erariali,1227898.366340956,1227898.366340956,4,11,11,Ente_004,4,1,202306,,,,2023,6,Lazio
2024-10-28T07:06:47.514,Previdenziali,Previdenziali,3358930.921138771,3358930.921138771,5,5,5,Ente_007,7,2,202305,,,Centro,2023,5,Abruzzo
2024-10-25T11:31:57.429,Erariali,Erariali,4873995.304683299,4873995.304683299,2,2,2,Ente_056,56,3,202303,,,Nord,2023,3,Sicilia
2024-04-05T20:24:07.579,Da definire,Erariali,1881272.3732994008,1881272.3732994008,14,14,14,Ente_057,57,4,202405,Verifica manuale,,Centro,2024,5,Trentino-Alto Adige
2024-06-04T09:07:57.536,Assistenziali,Assistenziali,1149809.3953830588,1149809.3953830588,15,15,15,Ente_046,46,2,202407,,,Centro,2024,7,Umbria
2024-05-29T15:00:22.690,ERARIALI,Erariali,4345778.042043599,4345778.042043599,6,6,6,Ente_049,49,5,202402,,,,2024,2,Sardegna
2024-02-15T02:12:38.140,Netto,Netto,998860.18575487,998860.18575487,2,2,2,Ente_050,50,1,202304,,,Sud,2023,4,Molise
2024-12-13T03:17:51.742,Erariali,Erariali,3487343.9619752583,3487343.9619752583,9,9,9,Ente_049,49,2,202308,,,Centro,2023,8,Molise
2024-10-03T01:54:18.299,ERARIALI,Erariali,172211.1027089669,172211.1027089669,11,11,11,Ente_080,80,2,202311,,,Sud,2023,11,Trentino-Alto Adige
2024-10-23T11:49:41.674,ERARIALI,Erariali,95883.5949744204,95883.5949744204,5,5,5,Ente_043,43,1,202308,,,Centro,2023,8,Piemonte
2024-06-07T10:38:13.310,Erariali,Erariali,2258382.0030068792,2258382.0030068792,11,11,11,Ente_065,65,3,202406,,,Sud,2024,6,Umbria
2024-01-15T15:38:18.470,Mista,Assistenziali,3283044.097621966,3283044.097621966,3,3,3,Ente_006,6,4,202301,,,Isole,2023,1,Sardegna
2024-07-03T05:47:04.392,Netto,Netto,713029.8353398833,713029.8353398833,14,14,14,Ente_086,86,3,202403,,,Isole,2024,3,Trentino-Alto Adige
2024-01-25T13:02:19.641,Erariali ,Erariali,3819648.382554688,3819648.382554688,9,9,9,Ente_030,30,3,202408,,,Isole,2024,8,Campania
2024-07-23T08:53:48.444,Erariali,Erariali,644553.6755774458,644553.6755774458,19,19,19,Ente_072,72,5,202404,,,Centro,2024,4,Sicilia
2024-03-09T19:59:08.757,Erariali,Erariali,2669005.3315505018,2669005.3315505018,17,17,17,Ente_067,67,4,202404,,,Sud,2024,4,Umbria
2024-02-07T09:33:05.808,erariali,Erariali,1542187.6621931253,1542187.6621931253,17,17,17,Ente_054,54,3,11/2024,,,Sud,2024,11,Veneto
2024-11-13T05:05:05.171,Previdenziali,Previdenziali,3761514.1306392434,3761514.1306392434,14,14,14,Ente_074,74,2,202401,,,Centro,2024,1,Calabria
2024-11-30T11:44:28.575,Erariali ,Erariali,4020779.651065856,4020779.651065856,14,14,14,Ente_025,25,2,202404,,,Centro,2024,4,Lombardia
23.09.2024,Assistenziali,Assistenziali,331390.106572793,331390.106572793,10,10,10,Ente_042,42,5,202303,,,Nord,2023,3,Puglia
2024-12-25T09:37:18.046,Previdenziali,Previdenziali,963830.2419680173,963830.2419680173,7,7,7,Ente_072,72,4,202305,,,Sud,2023,5,Piemonte
2024-10-21T22:48:19.129,erariali,Erariali,4463327.903737408,4463327.903737408,13,4,4,Ente_061,61,1,202302,,,Sud,2023,2,Piemonte
2024-09-19T17:38:34.351,Mista,Assistenziali,2078648.5701677331,2078648.5701677331,3,3,3,Ente_038,38,2,202303,,,Nord,2023,3,Calabria
2024/05/20,Erariali ,Netto,2384202.5909998543,2384202.5909998543,6,6,6,Ente_036,36,1,202312,Fonte secondaria,,,2023,12,Friuli-Venezia Giulia
2024-05-07T22:44:46.844,ERARIALI,Erariali,840951.1844711697,840951.1844711697,10,10,10,Ente_041,41,5,202306,,,Sud,2023,6,Emilia-Romagna
2024-07-18T19:00:30.621,ERARIALI,Erariali,4974479.087708463,4974479.087708463,5,5,5,Ente_047,47,2,202404,,,Nord,2024,4,Abruzzo
2024-10-17T22:32:18.580,Erariali,Erariali,4615315.366513791,4615315.366513791,6,6,6,Ente_087,87,2,202411,,,,2024,11,Valle d'Aosta
2024-04-21T06:45:42.057,Erariali,Erariali,11121.330240236164,11121.330240236164,8,8,8,Ente_031,31,3,202309,,,Sud,2023,9,Marche
2024-08-24T21:29:59.105,erariali,Assistenziali,2754122.678606767,2754122.678606767,5,5,5,Ente_002,2,5,202311,,,Nord,2023,11,Emilia-Romagna
01-09-24,Da definire,Previdenziali,4361464.65063217,4361464.65063217,10,10,10,Ente_068,68,5,202404,,,,2024,4,Calabria
2024-11-06T03:28:12.329,Assistenziali,Assistenziali,2153237.497563567,2153237.497563567,1,1,1,Ente_034,34,3,202305,,,Isole,2023,5,Basilicata
2024-12-22T05:54:29.767,Netto,Netto,2184634.4786248477,2184634.4786248477,13,13,13,Ente_008,8,5,202409,,,Sud,2024,9,Abruzzo
2024-06-06T19:34:02.823,Previdenziali,Previdenziali,1897356.43647472,1897356.43647472,5,5,5,Ente_056,56,3,202410,,,,2024,10,Campania
2024-01-19T12:25:08.682,Previdenziali,Previdenziali,145112.84744146198,145112.84744146198,19,19,19,Ente_096,96,3,202305,,,,2023,5,Piemonte
2024-08-07T05:33:48.382,Erariali ,Erariali,3951626.3959326604,3951626.3959326604,16,16,16,Ente_011,11,3,202401,,,,2024,1,Campania
2024-03-02T10:56:32.984,Erariali,Erariali,2284469.2317520827,2284469.2317520827,18,18,18,Ente_087,87,4,202309,,,Centro,2023,9,Campania
2024-01-28T05:50:47.161,erariali,Assistenziali,2655797.126380225,2655797.126380225,19,19,19,Ente_070,70,2,202305,,,Isole,2023,5,Calabria
2024-05-07T12:45:54.996,Previdenziali,Previdenziali,1279169.8989163854,1279169.8989163854,10,10,10,Ente_074,74,2,202405,,,Sud,2024,5,Umbria
2024-02-03T11:27:58.285,Erariali,Erariali,3920808.3418420306,3920808.3418420306,2,2,2,Ente_068,68,2,202411,,,Centro,2024,11,Molise
2024-08-05T03:28:53.070,Erariali,Erariali,3968948.984975536,3968948.984975536,9,9,11,Ente_067,67,4,202309,,,Centro,2023,9,Marche
2024-05-05T08:51:30.766,Erariali ,Erariali,2765051.163441945,2765051.163441945,19,19,19,Ente_012,12,2,202402,,,,2024,2,Friuli-Venezia Giulia
2024-06-04T16:28:06.453,ERARIALI,Erariali,4523235.001075019,4523235.001075019,12,12,12,Ente_061,61,3,202304,,,Isole,2023,4,Sardegna
2024-03-09T20:44:12.885,ERARIALI,Erariali,580305.2694024828,580305.2694024828,12,12,12,Ente_001,1,1,202405,,,Isole,2024,5,Liguria
2024-01-01T08:15:25.566,Erariali,Erariali,3933346.6965533528,3933346.6965533528,3,3,3,Ente_078,78,1,202405,,,Isole,2024,5,Trentino-Alto Adige
2024-10-31T23:49:58.834,Erariali,Erariali,2793362.127461002,2793362.127461002,13,13,13,Ente_092,92,2,202412,,,Centro,2024,12,Lombardia
2024-12-07T00:38:03.396,Erariali ,Erariali,1155834.8220152098,1155834.8220152098,4,4,4,Ente_011,11,5,202407,,,Centro,2024,7,Campania
2024-06-21T22:25:50.514,Erariali,Erariali,662386.6094768227,662386.6094768227,1,1,1,Ente_030,30,2,202302,,,Isole,2023,2,Valle d'Aosta
2024-04-16T07:15:36.025,erariali,Erariali,"1505734,194573868765",1505734.1945738688,1,12,12,Ente_002,2,4,202306,,,Isole,2023,6,Valle d'Aosta
28.12.2024,Erariali,Erariali,4281723.274589159,4281723.274589159,4,4,4,Ente_006,6,5,202302,,,,2023,2,Sicilia
2024-07-23T11:00:52.125,Assistenziali,Assistenziali,"3938309,129031003918",3938309.129031004,2,2,2,Ente_024,24,1,202408,,,Isole,2024,8,Trentino-Alto Adige
2024-07-08T23:23:26.407,ERARIALI,Erariali,3226016.9966643825,3226016.9966643825,8,8,8,Ente_078,78,3,202310,,,,2023,10,Veneto
2024-08-16T13:49:59.564,erariali,Erariali,452544.7119106034,452544.7119106034,16,16,16,Ente_036,36,2,202312,,,,2023,12,Sicilia
2024-01-31T19:39:21.197,Erariali,Erariali,4774198.368076775,4774198.368076775,10,10,10,Ente_002,2,2,202301,,,Centro,2023,1,Trentino-Alto Adige
2024-06-15T18:28:09.810,Erariali,Erariali,1527895.2217446603,1527895.2217446603,9,9,9,Ente_067,67,2,202308,,,Centro,2023,8,Abruzzo
2024-03-16T12:22:39.187,Erariali,Erariali,3035392.916741947,3035392.916741947,7,7,7,Ente_026,26,5,08/2023,,,Isole,2023,8,Veneto
2024-12-17T04:32:07.697,PREVIDENZIALI,Previdenziali,4015706.252156365,4015706.252156365,8,8,8,Ente_029,29,4,202309,,,,2023,9,Calabria
2024-08-11T06:24:00.816,Da definire,Previdenziali,665146.3164593314,665146.3164593314,17,17,17,Ente_087,87,3,202408,,,Sud,2024,8,Valle d'Aosta
2024-12-30T17:27:07.809,Erariali,Erariali,"3261331,514537109528",3261331.5145371095,11,11,11,Ente_050,50,3,202301,,,Nord,2023,1,Toscana
2024-11-16T16:04:18.715,Netto,Netto,162447.68752435865,162447.68752435865,11,11,11,Ente_007,7,2,202306,,,Sud,2023,6,Trentino-Alto Adige
2024-08-09T22:28:19.483,Erariali ,Erariali,509844.76821020123,509844.76821020123,15,15,15,Ente_060,60,3,202408,,,Nord,2024,8,Abruzzo
2024-09-26T19:58:31.449,Erariali,Erariali,3615995.0285012824,3615995.0285012824,7,7,7,Ente_068,68,3,202405,,,Nord,2024,5,Sardegna
2024-11-16T19:45:38.522,Assistenziali,Assistenziali,776255.6957083979,776255.6957083979,3,3,3,Ente_079,79,2,202409,,,,2024,9,Molise
19-05-24,Erariali,Erariali,2218090.1098035863,2218090.1098035863,16,16,16,Ente_023,23,2,202310,,,Isole,2023,10,Marche
2024-08-27T10:17:35.353,Previdenziali,Previdenziali,1242414.4213360683,1242414.4213360683,16,16,16,Ente_022,22,4,202304,,,Centro,2023,4,Toscana
2024-06-07T20:56:09.985,Netto,Netto,2106726.3138410407,2106726.3138410407,14,15,15,Ente_071,71,2,202301,,,Isole,2023,1,Friuli-Venezia Giulia
23.02.2024,Previdenziali,Previdenziali,387023.98121706303,387023.98121706303,20,20,20,Ente_050,50,2,202411,,,Isole,2024,11,Emilia-Romagna
2024-02-15T06:25:46.596,PREVIDENZIALI,Previdenziali,3774747.8196609057,3774747.8196609057,18,18,18,Ente_082,82,4,202406,,,Isole,2024,6,Sardegna
2023/01/14,Assistenziali,Assistenziali,396126.845793178,396126.845793178,20,20,20,Ente_089,89,4,202410,,,Centro,2024,10,Trentino-Alto Adige
2024-01-20T18:10:17.615,Assistenziali,Assistenziali,4189734.572304989,4189734.572304989,10,10,10,Ente_048,48,3,202406,,,Sud,2024,6,Friuli-Venezia Giulia
2024-01-08T23:32:36.947,ERARIALI,Erariali,3313381.7119836365,3313381.7119836365,4,4,4,Ente_015,15,2,202409,,,,2024,9,Toscana
2024-11-19T13:17:51.557,Erariali,Assistenziali,2083511.2927457518,2083511.2927457518,14,14,14,Ente_006,6,5,202406,,,Isole,2024,6,Emilia-Romagna
2024-05-10T03:51:09.555,Assistenziali,Assistenziali,4332566.230808988,4332566.230808988,5,5,5,Ente_059,59,2,202405,,,,2024,5,Basilicata
2024-11-24T14:34:14.277,PREVIDENZIALI,Previdenziali,931470.2621029662,931470.2621029662,6,6,6,Ente_076,76,3,202406,,,Sud,2024,6,Emilia-Romagna
2024-10-05T12:55:54.692,Previdenziali,Previdenziali,1323556.5728467123,1323556.5728467123,4,4,4,Ente_080,80,1,202308,,,Isole,2023,8,Friuli-Venezia Giulia
2024-01-27T02:02:02.698,PREVIDENZIALI,Previdenziali,686481.184634374,686481.184634374,11,11,11,Ente_026,26,4,202401,,,Sud,2024,1,Trentino-Alto Adige
2024-01-20T02:15:29.989,Erariali,Erariali,1908461.8977568848,1908461.8977568848,12,18,18,Ente_039,39,2,202309,,,,2023,9,Puglia
2024-07-08T23:54:16.625,Erariali ,Erariali,4933679.190485704,4933679.190485704,20,20,20,Ente_072,72,5,202301,,,Isole,2023,1,Abruzzo
2024-01-13T22:04:31.490,Erariali,Erariali,805975.8616256726,805975.8616256726,11,11,11,Ente_027,27,5,202404,,,Nord,2024,4,Sardegna
2024-05-06T08:27:56.254,Previdenziali,Previdenziali,4155051.4528431273,4155051.4528431273,7,7,7,Ente_091,91,2,202312,,,Isole,2023,12,Trentino-Alto Adige
2024-02-05T20:59:15.380,Assistenziali,Netto,3259748.478293687,641721.8662209865,11,11,11,Ente_065,65,1,202303,,,,2023,3,Campania
2024-09-16T23:10:13.891,erariali,Erariali,80054.83892868586,80054.83892868586,7,7,7,Ente_043,43,4,202408,,,Nord,2024,8,Trentino-Alto Adige
2024-08-01T15:27:37.541,Mista,Erariali,"4724506,074495563284",4724506.074495563,2,2,2,Ente_041,41,2,202409,,,Centro,2024,9,Marche
2024-06-06T23:48:41.263,Previdenziali,Previdenziali,4855485.234859698,4855485.234859698,1,1,1,Ente_061,61,3,202405,,,Sud,2024,5,Veneto
2024-07-19T03:47:05.609,Previdenziali,Previdenziali,4624578.608605855,4624578.608605855,9,9,9,Ente_032,32,4,202401,,,Isole,2024,1,Toscana
2024-07-20T21:23:01.824,Assistenziali,Assistenziali,2509196.548877462,2509196.548877462,14,14,14,Ente_003,3,5,202311,,,Isole,2023,11,Friuli-Venezia Giulia
2024-08-14T10:52:59.878,Erariali,Erariali,1102655.5371969189,1102655.5371969189,20,20,20,Ente_094,94,1,202401,,,,2024,1,Emilia-Romagna
2024-06-25T06:53:04.328,Assistenziali,Assistenziali,1956932.1226749367,1956932.1226749367,4,4,4,Ente_061,61,3,202305,,,Centro,2023,5,Liguria
2024-06-09T00:33:17.114,Erariali,Erariali,3071343.5405347394,3071343.5405347394,10,10,10,Ente_017,17,2,202311,,,Sud,2023,11,Veneto
2024-12-22T07:49:33.275,Erariali ,Erariali,1894803.0682063312,1894803.0682063312,19,19,19,Ente_009,9,4,202411,,,Nord,2024,11,Lazio
2024-09-02T23:45:37.487,Previdenziali,Previdenziali,3541150.0826975442,3541150.0826975442,19,19,19,Ente_057,57,2,202405,,,Centro,2024,5,Lazio
2024-02-12T22:39:48.280,Mista,Netto,3978082.163334816,3978082.163334816,20,20,20,Ente_048,48,5,202303,,,Isole,2023,3,Veneto
2024-02-07T10:39:52.274,Previdenziali,Previdenziali,1047755.1003416402,1047755.1003416402,3,3,3,Ente_007,7,1,202308,,,Isole,2023,8,Toscana
2024-11-19T07:21:55.772,Netto,Netto,2025304.5995057197,2025304.5995057197,8,8,8,Ente_032,32,3,202404,,,Isole,2024,4,Liguria
2024-11-25T00:54:34.842,Assistenziali,Assistenziali,4788764.135754273,4788764.135754273,15,15,15,Ente_093,93,5,202408,,,Nord,2024,8,Basilicata
2024-11-07T10:01:51.718,Erariali ,Erariali,1249784.1995119273,1249784.1995119273,6,6,6,Ente_058,58,2,FEB-2023,,,Centro,2023,2,Toscana
2024-01-23T09:31:30.895,Da definire,Netto,1732890.9954835505,1732890.9954835505,9,9,9,Ente_082,82,3,202407,,,Nord,2024,7,Sardegna
2024-10-26T21:30:06.327,Previdenziali,Previdenziali,179266.85875600943,179266.85875600943,4,4,4,Ente_005,5,2,202311,,,Nord,2023,11,Lombardia
2024-02-15T13:41:10.210,Erariali,Erariali,1662497.8394769032,1662497.8394769032,18,18,18,Ente_098,98,2,202411,,,Isole,2024,11,Valle d'Aosta
2024-03-18T23:56:53.726,ERARIALI,Erariali,1855286.0591224087,1855286.0591224087,16,16,16,Ente_039,71,1,202411,,,,2024,11,Veneto
2024-03-23T01:26:15.922,Erariali,Erariali,500077.9625744849,500077.9625744849,4,4,4,Ente_015,15,1,202308,Dato stimato,,Centro,2023,8,Toscana
2024-04-11T21:59:46.551,Erariali,Erariali,8209.80767480121,8209.80767480121,2,2,2,Ente_070,70,1,202307,,,Isole,2023,7,Sardegna
2024-07-25T03:22:12.991,Erariali ,Erariali,2877452.0163591816,2877452.0163591816,16,16,16,Ente_032,32,1,LUG-2024,,,Isole,2024,7,Lombardia
2024-02-25T18:37:55.025,Erariali,Erariali,1508331.4800422653,1508331.4800422653,6,6,6,Ente_053,53,1,202302,,,,2023,2,Friuli-Venezia Giulia
2024-05-07T10:14:06.026,Netto,Netto,90101.36246320025,90101.36246320025,17,17,17,Ente_059,59,4,DIC-2023,,,,2023,12,Abruzzo
2024-06-12T22:49:32.701,Previdenziali,Previdenziali,4299861.57553193,4299861.57553193,3,3,3,Ente_003,3,1,202412,,,Nord,2024,12,Valle d'Aosta
2023/11/20,Netto,Netto,2922463.975656138,2922463.975656138,13,13,13,Ente_025,25,1,202304,,,Nord,2023,4,Umbria
2024-06-14T02:01:55.895,erariali,Erariali,856670.5841086104,856670.5841086104,2,2,2,Ente_057,57,3,202308,,,Centro,2023,8,Friuli-Venezia Giulia
2024-12-12T02:18:49.945,Assistenziali,Assistenziali,4326367.868081941,4326367.868081941,4,4,4,Ente_051,51,3,202406,,,Nord,2024,6,Campania
2024-06-17T04:24:55.681,Erariali,Erariali,1268676.266394429,1268676.266394429,9,9,9,Ente_017,17,3,12/2023,,,Sud,2023,12,Lazio
2024-11-07T18:18:29.412,Previdenziali,Previdenziali,1138001.2119497438,1138001.2119497438,17,17,17,Ente_047,47,4,202308,,,Sud,2023,8,Piemonte
2024-12-19T06:46:58.166,Erariali ,Erariali,4473275.650929348,4473275.650929348,13,13,13,Ente_011,11,1,202412,,,Centro,2024,12,Toscana
2024-09-06T01:38:33.699,Previdenziali,Previdenziali,898109.9394179089,898109.9394179089,7,7,7,Ente_035,57,4,202403,,,Centro,2024,3,Lombardia
2024-02-14T18:34:12.168,erariali,Erariali,4395049.980052203,4395049.980052203,14,14,14,Ente_006,6,4,202310,,,Nord,2023,10,Lombardia
2024-12-03T15:10:29.800,Assistenziali,Assistenziali,"4015063,532937757205",4015063.532937757,1,1,1,Ente_025,25,2,202306,,,Sud,2023,6,Friuli-Venezia Giulia
2024-11-12T17:54:28.978,Mista,Previdenziali,1549577.9266053375,1549577.9266053375,9,9,9,Ente_017,17,4,202307,,,Centro,2023,7,Lombardia
2023/12/10,Assistenziali,Assistenziali,172951.00868452466,3135807.7745132996,13,13,13,Ente_055,55,2,202411,,,Sud,2024,11,Veneto
2024-01-16T04:39:03.978,Erariali,Erariali,413782.94465303357,413782.94465303357,9,9,9,Ente_030,30,5,202407,,,Centro,2024,7,Lombardia
2024-11-18T23:55:18.608,Erariali ,Erariali,548531.8105801177,548531.8105801177,3,3,3,Ente_010,10,3,202405,,,Centro,2024,5,Friuli-Venezia Giulia
2024-06-08T23:32:36.366,Mista,Previdenziali,4454103.37696723,4454103.37696723,18,18,18,Ente_028,28,2,202412,,,Nord,2024,12,Valle d'Aosta
2024-10-07T01:28:41.527,Previdenziali,Previdenziali,2020775.8542093404,2020775.8542093404,13,13,13,Ente_067,67,5,01/2024,,,Centro,2024,1,Molise
24.01.2024,Mista,Netto,163616.2566751851,163616.2566751851,16,16,16,Ente_055,55,4,202306,,,Sud,2023,6,Puglia
2024-05-20T07:30:53.646,ERARIALI,Erariali,2783185.7618163424,2783185.7618163424,15,15,15,Ente_082,82,2,06/2023,,,Centro,2023,6,Liguria
2024-07-14T09:16:51.537,PREVIDENZIALI,Previdenziali,1040753.2607843514,1040753.2607843514,19,19,19,Ente_080,80,4,202411,,,Isole,2024,11,Friuli-Venezia Giulia
2024-03-22T02:47:23.863,Mista,Assistenziali,1176395.0869974867,1176395.0869974867,10,10,10,Ente_026,26,2,202309,,,Sud,2023,9,Abruzzo
2024-09-12T06:05:44.523,Netto,Netto,805047.832855475,805047.832855475,9,9,9,Ente_083,83,3,202311,,,Nord,2023,11,Piemonte
2024-08-29T15:30:52.071,Erariali,Erariali,3810345.290531188,3810345.290531188,12,12,12,Ente_081,81,4,202411,,,,2024,11,Umbria
2024-12-16T14:43:31.644,Previdenziali,Previdenziali,4063.8561325578753,4063.8561325578753,8,8,8,Ente_041,41,1,202311,,,Nord,2023,11,Umbria
2024-07-12T08:30:08.105,Mista,Erariali,2195481.835320329,2195481.835320329,10,10,10,Ente_061,61,1,202401,,,Nord,2024,1,Lazio
2024-04-22T13:58:14.731,Mista,Previdenziali,435268.96084601444,435268.96084601444,2,2,2,Ente_057,57,2,202407,,,,2024,7,Piemonte
2023/08/09,Erariali,Erariali,2762320.630421763,2762320.630421763,15,15,15,Ente_045,45,3,202403,,Sistema legacy,Centro,2024,3,Emilia-Romagna
2024-08-07T05:47:47.964,ERARIALI,Erariali,1730615.7384605515,1730615.7384605515,20,20,20,Ente_028,28,4,202412,,,Centro,2024,12,Liguria
2024-04-24T04:41:00.688,Da definire,Erariali,142729.5523013645,142729.5523013645,16,16,16,Ente_020,20,4,202307,,,Isole,2023,7,Abruzzo
2024-03-25T12:48:13.281,Previdenziali,Previdenziali,2305410.1815440655,2305410.1815440655,10,10,10,Ente_038,38,2,202409,,,Sud,2024,9,Puglia
2024-08-19T09:21:06.132,Da definire,Previdenziali,2853356.903826148,2853356.903826148,13,9,9,Ente_094,94,3,202403,,,,2024,3,Trentino-Alto Adige
2024-04-26T23:57:11.533,Da definire,Erariali,1239022.5042819232,1239022.5042819232,11,11,11,Ente_013,13,5,202404,,,Centro,2024,4,Lazio
